Fold ID,Layer ID,Standard,Broadcast,Listen,Isolate
0,1,0.8918149466192171,0.08362989323843416,0.022419928825622777,0.002135231316725979
0,2,0.9914590747330961,0.006049822064056939,0.002491103202846975,0.0
1,1,0.299644128113879,0.3889679715302491,0.13594306049822064,0.17544483985765125
1,2,0.9711743772241993,0.027758007117437724,0.0010676156583629894,0.0
2,1,0.2950177935943061,0.42526690391459077,0.1202846975088968,0.1594306049822064
2,2,0.9879003558718861,0.010676156583629894,0.0014234875444839859,0.0
