Fold ID,Last Epoch Training Accuracy,Last Epoch Validation Accuracy,Final Test Accuracy
0,0.9928571581840515,0.7879999876022339,0.7694656252861023
1,0.9857142567634583,0.7360000014305115,0.7251908183097839
2,0.9928571581840515,0.7440000176429749,0.732824444770813
